#mpa_vJan21_CHOCOPhlAnSGB_202103
clade_name	A1E02M01.mp.profile	A1E02M02.mp.profile	A1E02M04.mp.profile	A1E02M05.mp.profile	A1E02M07.mp.profile	A1E02M08.mp.profile	A1E02P1.mp.profile	A1E02P2.mp.profile	A1E03M01.mp.profile	A1E03M02.mp.profile	A1E03M05.mp.profile	A1E03M06.mp.profile	A1E03P1.mp.profile	A1E03P2.mp.profile	A1E03P3.mp.profile	A1E03P4.mp.profile	A1E04M01.mp.profile	A1E04M02.mp.profile	A1E04M04.mp.profile	A1E04M05.mp.profile	A1E04M07.mp.profile	A1E04M08.mp.profile	A1E04P1.mp.profile	A1E04P2.mp.profile	A1E04P3.mp.profile	A1E04P4.mp.profile	A1E09F1.mp.profile	A1E09F2.mp.profile	A1E09M01.mp.profile	A1E09M02.mp.profile	A1E09M06.mp.profile	A1E09M07.mp.profile	A1E09M1.mp.profile	A1E09M2.mp.profile	A1E10F.mp.profile	A1E10M01.mp.profile	A1E10M02.mp.profile	A1E10M04.mp.profile	A1E10M05.mp.profile	A1E10M.mp.profile	A1E12F.mp.profile	A1E12M01.mp.profile	A1E12M02.mp.profile	A1E12M05.mp.profile	A1E12M06.mp.profile	A1E12M.mp.profile	Wild116.mp.profile	X608.mp.profile
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41510	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01865	0.0	0.08267	0.00131	0.0	0.0	0.0	0.00405	0.00018	0.28077	0.02368	0.02253	0.0904	0.0	0.0	0.0	0.0	0.0	0.0	0.01381	0.00286	0.0	0.0	0.0	0.0	0.0	0.03739	0.0	0.02961	0.02961	0.0	0.0	0.0	0.0	0.0	0.0	0.01373	0.02172	0.0	0.0325	0.00354
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28869|s__GGB28869_SGB41543|t__SGB41543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04141	0.0	0.01504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00998
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_A4|t__SGB5158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00508	0.0	0.00555	0.0	0.0	0.0366	0.1835	0.00571	0.01052	0.0	0.0	0.01447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01087	0.0	0.0	0.0	0.0	0.0	0.27769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02389	0.00406
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_ilealis|t__SGB24891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00354	0.01875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00245	0.0	0.0	0.0	0.0	0.0	0.01494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9575|o__OFGB9575|f__FGB9575|g__GGB28632|s__GGB28632_SGB41253|t__SGB41253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00284	0.0025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41480	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00182	0.03805	0.01102	0.00895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01795	0.0136	0.00414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB7480	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44904	0.94728	2.75823	0.62597	0.57645	0.0	0.0	0.6807	0.14128	0.27938	0.36535	0.50838	0.36496	0.58712	1.54138	2.13649	3.02504	1.43626	9.16984	5.66638	0.12598	0.08523	0.7058	0.54634	3.02367	6.94119	0.0	0.0	0.0	0.0	0.0	0.0	0.30148	0.15497	0.09058	0.06063	0.29573	1.60507	1.72237	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB7480|o__OFGB7480	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44904	0.94728	2.75823	0.62597	0.57645	0.0	0.0	0.6807	0.14128	0.27938	0.36535	0.50838	0.36496	0.58712	1.54138	2.13649	3.02504	1.43626	9.16984	5.66638	0.12598	0.08523	0.7058	0.54634	3.02367	6.94119	0.0	0.0	0.0	0.0	0.0	0.0	0.30148	0.15497	0.09058	0.06063	0.29573	1.60507	1.72237	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB7480|o__OFGB7480|f__FGB7480	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44904	0.94728	2.75823	0.62597	0.57645	0.0	0.0	0.6807	0.14128	0.27938	0.36535	0.50838	0.36496	0.58712	1.54138	2.13649	3.02504	1.43626	9.16984	5.66638	0.12598	0.08523	0.7058	0.54634	3.02367	6.94119	0.0	0.0	0.0	0.0	0.0	0.0	0.30148	0.15497	0.09058	0.06063	0.29573	1.60507	1.72237	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5231	0.3702	0.01914	0.03386	0.26243	0.63397	0.02468	0.3342	0.00241	0.0	0.0	0.0	0.00536	0.0	0.0	0.0	0.0	0.0	1.80948	0.0	0.0	0.0	0.0	0.0	0.02997	0.98346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00085	0.0	0.0	0.71425	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB7480|o__OFGB7480|f__FGB7480|g__GGB23844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44904	0.94728	2.75823	0.62597	0.57645	0.0	0.0	0.6807	0.14128	0.27938	0.36535	0.50838	0.36496	0.58712	1.54138	2.13649	3.02504	1.43626	9.16984	5.66638	0.12598	0.08523	0.7058	0.54634	3.02367	6.94119	0.0	0.0	0.0	0.0	0.0	0.0	0.30148	0.15497	0.09058	0.06063	0.29573	1.60507	1.72237	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0147	0.0	0.0	0.0	0.05027	0.05054	0.03165	0.02838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02081	0.01242	0.0	0.0	0.0	0.0	0.0	0.03937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06256	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01246	0.16708	0.0	0.0	0.69348	2.25675	0.29988	0.18604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.19676	1.74502	0.0	0.0	0.0	0.0	1.6609	5.94197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.73484	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00285	0.03267	0.0	0.0	0.07192	0.44162	0.01219	0.0365	0.0	0.0	0.0	0.00076	0.0	0.0	0.0	0.0	0.0	0.0	0.46496	0.08195	0.0	0.0	0.0	0.0	0.03209	0.35365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41597	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30457|s__GGB30457_SGB43521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12991	0.57039	0.0818	0.06242	0.03457	0.0	0.01836	0.04141	0.0	0.0	0.0	0.0	0.01617	0.00113	0.0	0.0	0.0	0.0	0.04211	0.0	0.0	0.0	0.0	0.0	0.0	0.01623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00392	0.11268	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB7480|o__OFGB7480|f__FGB7480|g__GGB23844|s__GGB23844_SGB35575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44904	0.94728	2.75823	0.62597	0.57645	0.0	0.0	0.6807	0.14128	0.27938	0.36535	0.50838	0.36496	0.58712	1.54138	2.13649	3.02504	1.43626	9.16984	5.66638	0.12598	0.08523	0.7058	0.54634	3.02367	6.94119	0.0	0.0	0.0	0.0	0.0	0.0	0.30148	0.15497	0.09058	0.06063	0.29573	1.60507	1.72237	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30448|s__GGB30448_SGB43502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32741	0.33433	0.00049	0.0	0.10957	0.52771	0.01669	0.29424	0.0	0.0	0.0	0.0	0.00266	0.0	0.0	0.0	0.0	0.0	0.80396	0.0	0.0	0.0	0.0	0.0	0.02997	0.58302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61606	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30448|s__GGB30448_SGB43504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19569	0.03587	0.01866	0.03386	0.15286	0.10626	0.008	0.03996	0.00241	0.0	0.0	0.0	0.00269	0.0	0.0	0.0	0.0	0.0	1.00553	0.0	0.0	0.0	0.0	0.0	0.0	0.40044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00085	0.0	0.0	0.09818	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_D16_54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11853	0.18488	0.0	0.0	0.1799	0.20432	0.08807	0.11335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7029	0.11822	0.0	0.0	0.0	0.0	0.0	0.31822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28339	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Bacteria_unclassified_SGB41677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04595	0.05002	0.0	0.0	0.00411	0.18017	0.00565	0.01786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02014	0.0696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61424	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30091|s__GGB30091_SGB43003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0147	0.0	0.0	0.0	0.05027	0.05054	0.03165	0.02838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02081	0.01242	0.0	0.0	0.0	0.0	0.0	0.03937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06256	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28786|s__GGB28786_SGB41439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01246	0.16708	0.0	0.0	0.69348	2.25675	0.29988	0.18604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.19676	1.74502	0.0	0.0	0.0	0.0	1.6609	5.94197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.73484	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_D16_76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01246	0.02113	0.07076	0.09232	0.26192	0.08724	0.25097	0.07853	0.02892	0.0812	0.11705	0.05749	0.01496	0.04674	0.03082	0.03401	0.07006	0.07134	0.04224	0.03461	0.05651	0.0522	0.00465	0.03396	0.0	0.05333	0.0	0.0	0.0	0.0	0.0	0.0	0.05152	0.01926	0.09164	0.04443	0.03345	0.00417	0.14515	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28807|s__GGB28807_SGB41461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00285	0.03267	0.0	0.0	0.07192	0.44162	0.01219	0.0365	0.0	0.0	0.0	0.00076	0.0	0.0	0.0	0.0	0.0	0.0	0.46496	0.08195	0.0	0.0	0.0	0.0	0.03209	0.35365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41597	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30457|s__GGB30457_SGB43521|t__SGB43521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12991	0.57039	0.0818	0.06242	0.03457	0.0	0.01836	0.04141	0.0	0.0	0.0	0.0	0.01617	0.00113	0.0	0.0	0.0	0.0	0.04211	0.0	0.0	0.0	0.0	0.0	0.0	0.01623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00392	0.11268	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB7480|o__OFGB7480|f__FGB7480|g__GGB23844|s__GGB23844_SGB35575|t__SGB35575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44904	0.94728	2.75823	0.62597	0.57645	0.0	0.0	0.6807	0.14128	0.27938	0.36535	0.50838	0.36496	0.58712	1.54138	2.13649	3.02504	1.43626	9.16984	5.66638	0.12598	0.08523	0.7058	0.54634	3.02367	6.94119	0.0	0.0	0.0	0.0	0.0	0.0	0.30148	0.15497	0.09058	0.06063	0.29573	1.60507	1.72237	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30448|s__GGB30448_SGB43502|t__SGB43502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32741	0.33433	0.00049	0.0	0.10957	0.52771	0.01669	0.29424	0.0	0.0	0.0	0.0	0.00266	0.0	0.0	0.0	0.0	0.0	0.80396	0.0	0.0	0.0	0.0	0.0	0.02997	0.58302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61606	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30448|s__GGB30448_SGB43504|t__SGB43504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19569	0.03587	0.01866	0.03386	0.15286	0.10626	0.008	0.03996	0.00241	0.0	0.0	0.0	0.00269	0.0	0.0	0.0	0.0	0.0	1.00553	0.0	0.0	0.0	0.0	0.0	0.0	0.40044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00085	0.0	0.0	0.09818	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_D16_54|t__SGB29422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11853	0.18488	0.0	0.0	0.1799	0.20432	0.08807	0.11335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7029	0.11822	0.0	0.0	0.0	0.0	0.0	0.31822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28339	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Bacteria_unclassified_SGB41677|t__SGB41677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04595	0.05002	0.0	0.0	0.00411	0.18017	0.00565	0.01786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02014	0.0696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61424	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30091|s__GGB30091_SGB43003|t__SGB43003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0147	0.0	0.0	0.0	0.05027	0.05054	0.03165	0.02838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02081	0.01242	0.0	0.0	0.0	0.0	0.0	0.03937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06256	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28786|s__GGB28786_SGB41439|t__SGB41439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01246	0.16708	0.0	0.0	0.69348	2.25675	0.29988	0.18604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.19676	1.74502	0.0	0.0	0.0	0.0	1.6609	5.94197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.73484	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_D16_76|t__SGB43258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01246	0.02113	0.07076	0.09232	0.26192	0.08724	0.25097	0.07853	0.02892	0.0812	0.11705	0.05749	0.01496	0.04674	0.03082	0.03401	0.07006	0.07134	0.04224	0.03461	0.05651	0.0522	0.00465	0.03396	0.0	0.05333	0.0	0.0	0.0	0.0	0.0	0.0	0.05152	0.01926	0.09164	0.04443	0.03345	0.00417	0.14515	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28807|s__GGB28807_SGB41461|t__SGB41461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00285	0.03267	0.0	0.0	0.07192	0.44162	0.01219	0.0365	0.0	0.0	0.0	0.00076	0.0	0.0	0.0	0.0	0.0	0.0	0.46496	0.08195	0.0	0.0	0.0	0.0	0.03209	0.35365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41597	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03367	0.00499	0.0	0.00091	0.08694	0.0	0.00647	0.09087	0.00981	0.0	0.0014	0.00809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01488	0.0	0.02357	0.0	0.00056	0.0	0.0	0.00037	0.0	0.0	0.0	0.0	0.0	0.08965	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00266	0.0	0.0	0.0	0.01057	0.0	0.01027	0.01212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00297	0.36571	0.0	0.0	0.00018	0.01958	0.04787	0.02723	0.30176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20577	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__GGB30302|s__GGB30302_SGB43267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01052	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28846|s__GGB28846_SGB41513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03367	0.00499	0.0	0.00091	0.08694	0.0	0.00647	0.09087	0.00981	0.0	0.0014	0.00809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01488	0.0	0.02357	0.0	0.00056	0.0	0.0	0.00037	0.0	0.0	0.0	0.0	0.0	0.08965	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_MD335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00812	0.0	0.0	0.3219	0.42403	0.09642	0.28374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.326	0.35613	0.0	0.0	0.0	0.0	0.34924	1.51845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06781	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_hyointestinalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00266	0.0	0.0	0.0	0.01057	0.0	0.01027	0.01212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00297	0.36571	0.0	0.0	0.00018	0.01958	0.04787	0.02723	0.30176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20577	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__GGB30302|s__GGB30302_SGB43267|t__SGB43267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01052	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28846|s__GGB28846_SGB41513|t__SGB41513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03367	0.00499	0.0	0.00091	0.08694	0.0	0.00647	0.09087	0.00981	0.0	0.0014	0.00809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01488	0.0	0.02357	0.0	0.00056	0.0	0.0	0.00037	0.0	0.0	0.0	0.0	0.0	0.08965	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01356	0.0	0.0	0.83425	0.00449	0.0	0.85821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_MD335|t__SGB5155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00812	0.0	0.0	0.3219	0.42403	0.09642	0.28374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.326	0.35613	0.0	0.0	0.0	0.0	0.34924	1.51845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06781	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_hyointestinalis|t__SGB82600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00266	0.0	0.0	0.0	0.00964	0.0	0.00987	0.01071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00297	0.30219	0.0	0.0	0.00018	0.01683	0.03953	0.02723	0.24165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12417	0.0
k__Bacteria|p__Firmicutes|c__CFGB9659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02156	0.00132	0.04212	0.29654	0.0	0.22265	0.00985	0.0	0.0	0.00257	0.0	0.0	0.0	0.0	0.0	0.0	0.0838	0.00356	0.0	0.0	0.0	0.0	0.0	0.16076	0.0	0.0	0.0	0.0	0.0	0.0	0.00092	0.0	0.0	0.0	0.0	0.0	0.19306	0.0
k__Bacteria|p__Firmicutes|c__CFGB9659|o__OFGB9659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02156	0.00132	0.04212	0.29654	0.0	0.22265	0.00985	0.0	0.0	0.00257	0.0	0.0	0.0	0.0	0.0	0.0	0.0838	0.00356	0.0	0.0	0.0	0.0	0.0	0.16076	0.0	0.0	0.0	0.0	0.0	0.0	0.00092	0.0	0.0	0.0	0.0	0.0	0.19306	0.0
k__Bacteria|p__Firmicutes|c__CFGB9659|o__OFGB9659|f__FGB9659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02156	0.00132	0.04212	0.29654	0.0	0.22265	0.00985	0.0	0.0	0.00257	0.0	0.0	0.0	0.0	0.0	0.0	0.0838	0.00356	0.0	0.0	0.0	0.0	0.0	0.16076	0.0	0.0	0.0	0.0	0.0	0.0	0.00092	0.0	0.0	0.0	0.0	0.0	0.19306	0.0
