#mpa_vJan21_CHOCOPhlAnSGB_202103
clade_name	A1E02M01.mp.profile	A1E02M02.mp.profile	A1E02M04.mp.profile	A1E02M05.mp.profile	A1E02M07.mp.profile	A1E02M08.mp.profile	A1E02P1.mp.profile	A1E02P2.mp.profile	A1E03M01.mp.profile	A1E03M02.mp.profile	A1E03M05.mp.profile	A1E03M06.mp.profile	A1E03P1.mp.profile	A1E03P2.mp.profile	A1E03P3.mp.profile	A1E03P4.mp.profile	A1E04M01.mp.profile	A1E04M02.mp.profile	A1E04M04.mp.profile	A1E04M05.mp.profile	A1E04M07.mp.profile	A1E04M08.mp.profile	A1E04P1.mp.profile	A1E04P2.mp.profile	A1E04P3.mp.profile	A1E04P4.mp.profile	A1E09F1.mp.profile	A1E09F2.mp.profile	A1E09M01.mp.profile	A1E09M02.mp.profile	A1E09M06.mp.profile	A1E09M07.mp.profile	A1E09M1.mp.profile	A1E09M2.mp.profile	A1E10F.mp.profile	A1E10M01.mp.profile	A1E10M02.mp.profile	A1E10M04.mp.profile	A1E10M05.mp.profile	A1E10M.mp.profile	A1E12F.mp.profile	A1E12M01.mp.profile	A1E12M02.mp.profile	A1E12M05.mp.profile	A1E12M06.mp.profile	A1E12M.mp.profile	Wild116.mp.profile	X608.mp.profile
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	3.35915	1.99843	0.22777	3.94011	0.09837	0.00641	0.95899	0.75173	1.35599	0.9995	1.63311	0.72366	0.81883	2.72353	0.57519	2.18749	0.54585	0.58169	0.28586	0.9376	0.72179	0.38128	0.83171	0.86408	1.24883	0.63789	1.48452	0.63471	1.12335	1.09712	0.60209	0.52586	0.73134	1.53211	0.13545	0.10936	0.0623	0.23568	0.06018	0.36101	0.49682	1.35308	1.76854	0.38659	1.01967	1.09751	0.3529	0.5367
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2.66012	1.56911	2.42077	2.28635	9.24737	2.96549	1.46567	1.94588	3.31937	5.52416	1.46791	0.73575	4.1088	14.12426	2.86128	6.79325	4.65228	0.65016	0.48546	1.51042	3.53226	0.96744	1.20492	0.8285	0.31385	1.02341	5.2177	3.36986	3.39683	4.44914	6.05458	14.36139	9.62829	3.53129	0.96292	8.88789	1.73306	13.18497	12.38048	0.94306	17.6842	2.03315	2.84864	14.14903	24.70456	6.81395	17.71371	6.69977
k__Bacteria|p__Proteobacteria|c__CFGB9318|o__OFGB9318	2.58356	2.6668	3.37399	0.73581	10.87277	1.85621	3.46924	4.62906	2.53098	2.89914	0.02344	0.0	0.0	0.0	0.0	0.0	0.01403	10.5655	3.18155	7.4304	2.19874	2.58915	2.22486	3.35346	1.52158	4.78175	0.0	0.0	8.42409	1.39821	4.70901	6.70597	0.0	0.0	7.30711	5.5141	8.3698	3.95947	6.75991	1.36373	4.28637	0.06597	3.23472	5.22772	0.01846	3.39198	0.0	5.62603
k__Bacteria|p__Bacteroidetes|c__CFGB636|o__OFGB636	1.07835	1.5455	2.07854	1.24064	1.4754	2.04133	5.98964	3.39168	2.51056	2.1119	1.7726	0.45978	0.0	0.0	0.0	0.0	0.34569	0.92898	0.88467	0.79451	1.97449	2.09208	2.95289	2.16832	2.44121	4.14353	0.0	0.0	0.76828	1.69381	2.83903	1.85376	0.0	0.0	5.50873	0.99273	1.3142	2.07119	1.96394	4.89124	2.69097	1.27583	1.25533	2.27457	1.17588	3.13358	0.0	2.58102
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales	0.99389	0.15094	0.30421	0.70797	0.17174	0.5098	0.0	0.0	0.58474	0.36896	0.47126	0.1345	0.32798	1.09189	0.20223	0.22391	0.12741	0.0	0.0	0.0	0.06757	0.03154	0.26994	0.15948	0.16194	0.07347	0.03786	0.17463	0.89453	0.0646	0.05722	0.0123	0.05196	0.2026	0.0	0.0	0.0	0.1854	0.0	0.0	0.07268	0.32356	0.28567	0.02878	0.109	0.23169	0.35576	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	0.76767	1.1265	1.21427	1.64348	11.78829	2.0731	1.57288	1.06502	2.10433	1.615	1.11197	4.90355	1.08323	1.04465	1.03981	1.29833	2.30888	1.77026	3.09087	1.1747	3.13423	1.62583	1.63022	2.39512	1.48817	0.82528	0.23035	1.2313	9.28374	8.98928	2.42427	4.02387	1.40694	0.35272	2.45073	9.42331	4.15032	6.06016	6.40135	1.97139	2.40895	2.0178	2.14593	2.70246	2.3666	1.08445	3.2257	2.92138
k__Bacteria|p__Bacteroidetes|c__CFGB9388|o__OFGB9388	0.64931	0.38537	0.41543	0.6414	1.0266	1.22402	0.61865	1.51618	1.37784	1.08323	1.40283	0.32661	0.0	0.0	0.0	0.0	0.56151	1.19735	0.73913	0.85916	1.26524	1.45462	0.26387	1.45979	1.18641	0.99068	0.0	0.0	1.35066	1.67871	0.94004	1.24725	0.0	0.0	1.01692	1.05841	1.16229	0.84707	1.10114	0.9619	1.68407	1.32751	1.73521	2.60116	1.41636	1.58614	0.0	2.3652
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644|o__OFGB9644	0.62798	0.39553	0.21109	0.31419	0.0	0.18015	1.59272	2.21809	0.15968	0.72235	0.53078	0.54627	0.0	0.0	0.0	0.0	2.35389	1.82759	2.07624	3.40853	0.54163	0.20734	0.20238	1.08458	1.90671	0.41376	0.0	0.0	0.22393	0.26999	1.65366	0.57894	0.0	0.0	1.6845	1.74605	1.25053	2.13571	1.55936	0.15176	1.19225	0.16907	0.22949	0.11025	1.12566	0.88275	0.0	1.53188
k__Bacteria|p__Firmicutes|c__CFGB9516|o__OFGB9516	0.56087	0.5284	0.06287	0.18728	0.04185	0.09803	0.01502	0.11081	0.0599	0.0	0.04944	0.11965	0.0	0.0	0.0	0.0	0.07731	0.12234	0.12094	0.0985	0.10675	0.11688	0.02245	0.17456	0.31145	0.09619	0.0	0.0	0.09317	0.02654	0.01967	0.01192	0.0	0.0	0.03753	0.02907	0.02483	0.03015	0.0	0.0	0.01701	0.33372	0.08305	0.01507	0.15958	0.0	0.0	0.00583
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.55245	0.70338	0.28262	0.60236	0.7176	0.40425	0.44419	0.55877	1.20529	0.7447	0.6321	1.4921	1.42051	0.36037	0.47652	0.88745	0.2171	0.8112	0.46899	0.27293	0.44119	0.25301	0.38068	0.92747	0.39564	0.40013	0.64112	0.45044	0.96813	0.32304	0.16955	0.3261	0.22882	0.69034	0.34619	0.1009	0.17326	0.33134	0.444	0.0	0.15626	0.39172	0.39568	0.45468	0.28564	0.10058	1.76554	0.22699
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827	0.55154	0.57527	0.19519	0.56248	0.00995	0.2744	0.0	0.02343	0.48507	0.76525	0.53287	1.08399	0.40331	0.69464	0.33379	0.13418	0.0398	0.16053	0.19829	0.69019	0.37505	0.04068	0.00337	0.02478	0.01329	0.0	0.77024	0.0571	0.11298	0.07926	0.24773	0.06468	0.06237	0.61298	0.0	0.03129	0.05592	0.05485	0.00701	0.0	0.01379	0.0305	0.00755	0.04451	0.02299	0.19034	0.67629	0.17112
k__Bacteria|p__Firmicutes|c__CFGB9479|o__OFGB9479	0.54849	0.8265	0.34294	0.49989	0.42033	0.21981	0.95211	0.83432	0.60835	1.08006	1.05331	1.02274	0.82947	0.35062	0.50635	0.45435	1.62174	1.14516	3.37278	1.15372	0.60027	0.67033	0.20621	0.20904	0.42992	0.26943	1.12741	0.51033	1.23368	0.68014	0.59233	0.36466	0.28578	1.23802	0.60961	1.06866	0.84027	0.80155	0.95584	0.49969	1.13779	0.26837	0.53335	0.4705	0.60328	0.53813	0.96404	1.1714
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified	0.49259	1.00745	0.49833	1.61608	0.7559	0.35423	1.32604	2.83902	1.55275	1.7864	1.31495	0.784	2.91534	3.91575	1.62743	1.80657	5.38962	1.74461	1.93829	1.70361	0.755	0.84349	0.48076	0.71573	1.20013	0.69331	2.67207	0.99977	0.57932	1.00641	1.01272	0.59482	0.50875	2.02055	1.27364	2.81529	1.36836	0.90004	1.73834	0.14418	1.76252	1.04224	0.7777	0.87834	1.13826	1.46548	3.28655	3.60118
k__Bacteria|p__Firmicutes|c__CFGB9650|o__OFGB9650	0.46836	0.33953	0.20201	0.30818	1.02235	0.28684	0.43229	1.28089	0.34205	0.41958	0.32836	0.36719	0.23487	0.22857	0.23652	0.22427	1.56702	0.57528	0.64696	0.6659	0.27401	0.12578	0.19011	0.82012	0.60074	0.17808	0.24665	0.12041	0.10119	0.03246	0.39495	0.66938	0.0646	0.35545	0.78271	2.72219	0.33768	3.48433	3.11704	0.36912	0.5953	0.38532	0.55801	0.20156	1.13757	0.45681	0.29648	0.62733
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157	0.43235	0.18136	0.21909	3.39984	2.36614	0.37751	1.9318	3.64636	2.16605	2.18509	3.23239	7.83307	3.79718	5.76846	2.01986	3.42478	20.71738	3.80839	4.09871	2.05936	1.01802	0.17362	0.52476	0.79526	3.47503	2.10613	4.40307	2.63545	0.23364	0.41348	0.63516	4.94672	1.76323	3.97344	0.50481	2.00709	1.9274	1.03618	1.25028	0.08473	1.74362	3.00078	0.3649	0.7233	6.11544	2.23328	7.28044	7.27518
k__Bacteria|p__Firmicutes|c__CFGB9508|o__OFGB9508	0.29266	0.8036	1.06731	0.86474	0.21108	0.46392	0.0	0.0	0.08367	0.25864	0.0	0.14252	0.06559	0.40224	0.07612	0.29248	0.03373	0.74888	0.3248	0.52457	0.80461	0.82106	0.47412	0.38183	0.6465	0.46251	0.14931	0.17481	0.19511	0.0	0.0	0.14949	0.0015	0.19337	0.0	0.08159	0.10785	0.59806	0.12108	0.0	0.03695	1.79024	0.07199	0.16928	0.38671	0.06199	0.15173	0.0
k__Bacteria|p__Firmicutes|c__CFGB9517|o__OFGB9517	0.21985	0.3529	0.26485	0.08757	0.33443	0.1533	0.04141	0.07206	0.28909	0.09865	0.59367	0.08649	0.0	0.02681	0.00232	0.00571	0.1055	0.02646	0.22166	0.07658	0.174	0.13284	0.03716	0.07414	0.07107	0.15403	0.0	0.0	0.25084	0.07441	0.124	0.0055	0.0	0.0	0.14888	0.03979	0.07163	0.13822	0.00854	0.0	0.04686	0.07058	0.03849	0.11595	0.10897	0.0	0.0	0.10743
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales	0.21444	0.47899	0.03872	0.06676	0.0	0.10585	0.13358	0.24237	0.08913	0.28035	0.19874	0.70384	0.07163	0.07154	0.02203	0.03316	0.44413	0.51347	1.02303	0.61926	0.09526	0.08133	0.01417	0.02943	0.06884	0.01542	0.22211	0.01217	0.33781	0.0808	0.21147	0.05709	0.0	0.08517	0.11018	0.09406	0.14821	0.12466	0.08373	0.0	0.11157	0.10508	0.11297	0.08456	0.08735	0.07326	0.2574	0.4205
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	0.21314	0.09477	0.02628	0.2274	0.0	0.05862	0.0	0.39136	0.03067	0.0827	0.004	0.00284	0.01245	10.31364	0.05631	0.01459	0.84014	0.2499	0.18954	0.02564	0.04459	0.02096	0.0	0.0	0.06271	0.0	0.0	0.0	0.00336	0.0	0.0	0.01296	0.00936	0.0	0.0	0.0	0.0	0.01726	0.01082	0.0	0.0	0.01221	0.06802	0.05049	0.00522	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB28398|o__OFGB28398	0.21192	0.44445	0.44396	0.15901	0.15427	0.1788	0.11206	0.04545	0.11374	0.00487	0.29797	0.6439	0.02557	0.12273	0.03338	0.04777	0.00845	0.10269	0.00221	0.10433	0.15595	0.26683	0.24471	0.18539	0.28007	0.15834	0.0	0.0	0.0813	0.17437	0.02393	0.07314	0.0	0.0	0.06372	0.00268	0.01939	0.34141	0.0	0.0	0.02712	0.21119	0.1118	0.03205	0.09366	0.00077	0.0	0.00154
k__Bacteria|p__Firmicutes|c__CFGB9990|o__OFGB9990	0.09692	0.04995	0.03235	0.07228	0.0	0.0	0.09475	0.13872	0.00842	0.08082	0.2475	0.28209	0.00397	0.04151	0.00164	0.0431	0.13014	0.22624	0.33251	0.41449	0.0285	0.04022	0.02289	0.04821	0.08543	0.0	0.38683	0.06996	0.07483	0.02153	0.23164	0.03474	0.0	0.29757	0.1383	0.05012	0.09404	0.09184	0.0	0.0	0.00632	0.00401	0.00458	0.0	0.16536	0.0	0.07467	0.00829
k__Bacteria|p__Firmicutes|c__CFGB9510|o__OFGB9510	0.08891	0.12051	0.0	0.01639	0.0	0.05057	0.0	0.0	0.05631	0.0	0.08477	0.00059	0.0	0.02244	0.01421	0.03962	0.0	0.00385	0.0	0.07753	0.06232	0.0	0.04324	0.00429	0.00692	0.01785	0.0	0.0	0.03112	0.03002	0.01223	0.05027	0.0	0.0	0.0	0.00124	0.03597	0.0	0.0	0.0	0.0	0.38463	0.09596	0.00283	0.07157	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9512|o__OFGB9512	0.07026	0.06935	0.04269	0.07825	0.05396	0.11487	0.05826	0.10723	0.05441	0.00953	0.04806	0.05285	0.0	0.0	0.0	0.0	0.01667	0.11401	0.05199	0.12211	0.04705	0.03057	0.1645	0.12298	0.28096	0.18357	0.0	0.0	0.03381	0.0173	0.01494	0.01348	0.0	0.0	0.05021	0.02307	0.03512	0.02343	0.0	0.0	0.06982	0.17175	0.06771	0.01681	0.01877	0.02295	0.0	0.05237
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.04042	0.04714	0.1894	0.33268	0.20482	0.08165	0.11839	0.66766	0.29438	0.13894	0.04503	0.0	0.08327	0.17604	0.12749	0.04123	0.17404	0.00884	0.0	0.0	0.47612	0.12616	0.11654	0.53097	0.15754	0.12011	0.02545	0.082	0.5987	0.39414	0.05173	0.31583	0.02135	0.00584	0.06509	1.60967	0.55518	3.82062	3.40821	0.0	0.1097	0.02823	0.01445	0.44554	0.74035	1.20984	0.79719	0.76533
k__Bacteria|p__Firmicutes|c__CFGB9836|o__OFGB9836	0.02314	0.0	0.0	0.0	0.01456	0.0	0.28671	0.27588	0.0	0.0	0.00145	0.0	0.0	0.0	0.0	0.0	0.07798	0.03593	0.02009	0.02261	0.10107	0.13088	0.0	0.01903	0.01492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59711	0.05545	0.04254	0.02118	0.03631	0.07296	0.0	0.01489	0.0	0.0036	0.0	0.0	0.0	0.44225
k__Bacteria|p__Firmicutes|c__CFGB9618|o__OFGB9618	0.01532	0.00173	0.0	0.02465	0.02699	0.0	0.0	0.0	0.0	0.01181	0.31343	0.11416	0.14239	0.1569	0.01273	0.05574	0.01822	0.0195	0.0	0.05236	0.01631	0.01387	0.0	0.0	0.01375	0.0	0.03928	0.00554	0.00364	0.00015	0.0	0.02206	0.0	0.04898	0.0	0.0	0.0	0.0	0.0	0.0	0.00939	0.0	0.0	0.00777	0.0	0.08212	0.28569	0.0
k__Bacteria|p__Firmicutes|c__CFGB9639|o__OFGB9639	0.00125	0.00704	0.0	0.0	0.0	0.0	0.18805	0.24598	0.0	0.0122	0.01683	0.01262	0.0	0.0	0.0	0.0	0.38799	0.04275	0.07678	0.02622	0.00019	0.0	0.0	0.01114	0.02242	0.0	0.0	0.0	0.01	0.00135	0.02922	0.0	0.0	0.0	0.07568	0.06793	0.05439	0.01285	0.02548	0.0	0.08809	0.0	0.0	0.0	0.03768	0.02415	0.0	0.42078
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified	23.1956	27.78998	41.67107	20.20692	9.85066	22.18642	8.23906	6.81899	33.15926	31.75057	31.45422	28.22415	38.11477	13.18877	49.05113	43.50828	2.16698	7.54315	1.63131	7.23404	25.37971	28.39343	35.74017	21.69026	17.96631	38.19037	20.56286	52.69011	2.23806	5.7556	25.6085	28.20859	55.40746	31.86778	20.47114	6.99696	15.04061	6.13413	7.62889	17.83496	16.17284	22.22596	13.69162	10.25526	7.89868	25.6026	23.24649	5.37746
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae	18.66862	20.45455	23.17668	18.27095	18.38083	32.2836	44.48612	24.27509	20.22577	17.49846	21.92675	7.80033	15.48231	5.49359	19.21011	12.66528	6.40405	19.05251	13.6853	18.71895	25.79051	28.25696	34.08151	36.05649	31.45137	25.5026	13.55287	14.17838	14.48339	35.53612	20.64769	17.27014	10.33948	10.28156	34.36681	8.61505	19.4108	9.19724	12.02083	57.93598	19.48993	30.06916	35.27681	29.82695	16.31453	17.55716	5.64056	17.45342
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae	11.17499	4.80648	3.92282	14.2	5.16082	10.3727	6.24798	3.91885	9.33463	6.41488	3.04583	1.75936	6.04511	8.64341	6.05584	4.00953	4.70249	0.87296	0.38519	4.43342	5.4007	6.68043	4.63655	1.32473	2.30912	4.36233	1.53503	2.29135	6.01293	4.29072	1.39541	1.39606	7.1108	2.23761	0.90763	1.764	1.25025	3.58554	1.30108	1.17684	1.10243	2.05027	5.30428	6.6535	2.23186	4.99723	5.60084	2.28581
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	10.51331	11.37209	6.7014	8.80144	9.04806	6.76662	4.7652	7.87717	3.93084	2.64135	4.97981	17.36605	3.25276	6.59399	3.92729	4.44063	3.229	9.20868	11.36328	9.66081	4.82774	8.98597	2.86635	5.40249	4.33233	2.86701	6.3932	3.66174	13.75217	10.24167	3.16774	2.52542	1.87881	5.68176	6.52841	4.87119	7.45242	5.827	4.24273	4.74034	1.8095	12.05494	12.54651	5.62382	6.7782	2.9552	1.80055	8.00772
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	7.77805	6.34606	3.38554	6.45263	5.79158	3.58685	7.66503	15.31761	3.07532	6.33406	6.63281	3.79017	10.2668	13.90179	3.85095	7.61139	17.06746	14.59201	22.504	15.80303	8.22851	4.41462	2.96434	3.83399	7.17596	1.97109	18.23659	4.37287	14.74801	8.4206	14.69635	4.88521	3.91517	16.96064	5.42923	20.89922	13.8754	16.16431	15.13462	2.58199	11.57836	3.34524	4.78842	6.07191	12.47794	7.55621	12.672	12.74234
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	4.44391	5.41914	4.19118	5.51651	6.02123	5.92419	1.39777	3.04244	2.31775	2.4464	4.8217	2.18491	3.47183	3.4679	3.6105	5.15492	2.69129	6.04821	3.28666	3.9261	5.1048	5.70203	3.1671	6.97286	6.47584	4.38889	5.61563	4.52854	9.31296	8.13678	3.0386	2.97119	2.39754	5.7664	3.03163	3.25398	5.35579	4.39049	4.89945	2.01395	2.68444	9.22732	7.3372	4.86399	4.24878	4.97626	3.49962	2.26422
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified	3.35915	1.99843	0.22777	3.94011	0.09837	0.00641	0.95899	0.75173	1.35599	0.9995	1.63311	0.72366	0.81883	2.72353	0.57519	2.18749	0.54585	0.58169	0.28586	0.9376	0.72179	0.38128	0.83171	0.86408	1.24883	0.63789	1.48452	0.63471	1.12335	1.09712	0.60209	0.52586	0.73134	1.53211	0.13545	0.10936	0.0623	0.23568	0.06018	0.36101	0.49682	1.35308	1.76854	0.38659	1.01967	1.09751	0.3529	0.5367
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	2.66012	1.56911	2.42077	2.28635	9.24189	2.96014	1.46352	1.68731	3.31937	5.52149	1.46791	0.73575	4.1088	14.11128	2.86128	6.78298	4.64017	0.65016	0.48546	1.51042	3.53226	0.96744	1.20492	0.82335	0.31385	1.02044	4.85199	3.36986	3.39683	4.44896	6.035	14.31352	9.60106	3.22953	0.96292	8.88789	1.73306	13.18497	12.38048	0.94306	17.6842	2.03315	2.84864	14.14903	24.70456	6.4247	17.50793	6.69942
k__Bacteria|p__Proteobacteria|c__CFGB9318|o__OFGB9318|f__FGB9318	2.58356	2.6668	3.37399	0.73581	10.87277	1.85621	3.46924	4.62906	2.53098	2.89914	0.02344	0.0	0.0	0.0	0.0	0.0	0.01403	10.5655	3.18155	7.4304	2.19874	2.58915	2.22486	3.35346	1.52158	4.78175	0.0	0.0	8.42409	1.39821	4.70901	6.70597	0.0	0.0	7.30711	5.5141	8.3698	3.95947	6.75991	1.36373	4.28637	0.06597	3.23472	5.22772	0.01846	3.39198	0.0	5.62603
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2.05435	2.81684	0.8737	1.89159	2.38223	2.79371	0.74419	4.10055	3.15797	3.18825	2.51504	5.87221	3.71252	2.95384	1.73416	1.91666	6.95294	5.83055	10.79865	4.20672	1.70758	0.88283	1.16568	2.94311	2.89357	0.8993	4.97211	0.52049	5.65043	2.12183	1.83776	1.05414	0.30831	2.5733	0.7363	3.63509	2.77909	3.05495	2.43315	0.0	3.48317	2.06671	2.09812	1.94983	1.58015	1.88142	3.1438	3.38066
k__Bacteria|p__Bacteroidetes|c__CFGB636|o__OFGB636|f__FGB636	1.07835	1.5455	2.07854	1.24064	1.4754	2.04133	5.98964	3.39168	2.51056	2.1119	1.7726	0.45978	0.0	0.0	0.0	0.0	0.34569	0.92898	0.88467	0.79451	1.97449	2.09208	2.95289	2.16832	2.44121	4.14353	0.0	0.0	0.76828	1.69381	2.83903	1.85376	0.0	0.0	5.50873	0.99273	1.3142	2.07119	1.96394	4.89124	2.69097	1.27583	1.25533	2.27457	1.17588	3.13358	0.0	2.58102
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae	0.99389	0.15094	0.30421	0.70797	0.17174	0.5098	0.0	0.0	0.58474	0.36896	0.47126	0.1345	0.32798	1.09189	0.20223	0.22391	0.12741	0.0	0.0	0.0	0.06757	0.03154	0.26994	0.15948	0.16194	0.07347	0.03786	0.17463	0.89453	0.0646	0.05722	0.0123	0.05196	0.2026	0.0	0.0	0.0	0.1854	0.0	0.0	0.07268	0.32356	0.28567	0.02878	0.109	0.23169	0.35576	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	0.85358	0.39251	0.60242	1.27055	1.43742	0.14175	0.69132	0.78163	1.17072	1.41638	1.24919	6.45992	0.76754	1.80991	0.64546	0.5934	3.14739	0.77609	5.22733	2.16727	1.17286	0.46776	0.12618	0.13987	0.29266	0.15298	0.38458	0.23406	0.82279	0.62411	1.39506	0.68574	0.22296	0.8875	0.50217	1.3728	1.37984	1.54835	1.36812	0.19113	1.6612	0.23167	0.28017	0.8175	0.67886	1.9098	1.98736	1.24292
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	0.76767	1.1265	1.21427	1.64348	11.78829	2.0731	1.57288	1.06502	2.10433	1.615	1.11197	4.90355	1.08323	1.04465	1.03981	1.29833	2.30888	1.77026	3.09087	1.1747	3.13423	1.62583	1.63022	2.39512	1.48817	0.82528	0.23035	1.2313	9.28374	8.98928	2.42427	4.02387	1.40694	0.35272	2.45073	9.42331	4.15032	6.06016	6.40135	1.97139	2.40895	2.0178	2.14593	2.70246	2.3666	1.08445	3.2257	2.92138
k__Bacteria|p__Bacteroidetes|c__CFGB9388|o__OFGB9388|f__FGB9388	0.64931	0.38537	0.41543	0.6414	1.0266	1.22402	0.61865	1.51618	1.37784	1.08323	1.40283	0.32661	0.0	0.0	0.0	0.0	0.56151	1.19735	0.73913	0.85916	1.26524	1.45462	0.26387	1.45979	1.18641	0.99068	0.0	0.0	1.35066	1.67871	0.94004	1.24725	0.0	0.0	1.01692	1.05841	1.16229	0.84707	1.10114	0.9619	1.68407	1.32751	1.73521	2.60116	1.41636	1.58614	0.0	2.3652
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644|o__OFGB9644|f__FGB9644	0.62798	0.39553	0.21109	0.31419	0.0	0.18015	1.59272	2.21809	0.15968	0.72235	0.53078	0.54627	0.0	0.0	0.0	0.0	2.35389	1.82759	2.07624	3.40853	0.54163	0.20734	0.20238	1.08458	1.90671	0.41376	0.0	0.0	0.22393	0.26999	1.65366	0.57894	0.0	0.0	1.6845	1.74605	1.25053	2.13571	1.55936	0.15176	1.19225	0.16907	0.22949	0.11025	1.12566	0.88275	0.0	1.53188
k__Bacteria|p__Firmicutes|c__CFGB9516|o__OFGB9516|f__FGB9516	0.56087	0.5284	0.06287	0.18728	0.04185	0.09803	0.01502	0.11081	0.0599	0.0	0.04944	0.11965	0.0	0.0	0.0	0.0	0.07731	0.12234	0.12094	0.0985	0.10675	0.11688	0.02245	0.17456	0.31145	0.09619	0.0	0.0	0.09317	0.02654	0.01967	0.01192	0.0	0.0	0.03753	0.02907	0.02483	0.03015	0.0	0.0	0.01701	0.33372	0.08305	0.01507	0.15958	0.0	0.0	0.00583
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.55245	0.70338	0.28262	0.60236	0.7176	0.40425	0.44419	0.55877	1.20529	0.7447	0.6321	1.4921	1.42051	0.36037	0.47652	0.88745	0.2171	0.8112	0.46899	0.27293	0.44119	0.25301	0.38068	0.92747	0.39564	0.40013	0.64112	0.45044	0.96813	0.32304	0.16955	0.3261	0.22882	0.69034	0.34619	0.1009	0.17326	0.33134	0.444	0.0	0.15626	0.39172	0.39568	0.45468	0.28564	0.10058	1.76554	0.22699
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827|f__FGB9827	0.55154	0.57527	0.19519	0.56248	0.00995	0.2744	0.0	0.02343	0.48507	0.76525	0.53287	1.08399	0.40331	0.69464	0.33379	0.13418	0.0398	0.16053	0.19829	0.69019	0.37505	0.04068	0.00337	0.02478	0.01329	0.0	0.77024	0.0571	0.11298	0.07926	0.24773	0.06468	0.06237	0.61298	0.0	0.03129	0.05592	0.05485	0.00701	0.0	0.01379	0.0305	0.00755	0.04451	0.02299	0.19034	0.67629	0.17112
k__Bacteria|p__Firmicutes|c__CFGB9479|o__OFGB9479|f__FGB9479	0.54849	0.8265	0.34294	0.49989	0.42033	0.21981	0.95211	0.83432	0.60835	1.08006	1.05331	1.02274	0.82947	0.35062	0.50635	0.45435	1.62174	1.14516	3.37278	1.15372	0.60027	0.67033	0.20621	0.20904	0.42992	0.26943	1.12741	0.51033	1.23368	0.68014	0.59233	0.36466	0.28578	1.23802	0.60961	1.06866	0.84027	0.80155	0.95584	0.49969	1.13779	0.26837	0.53335	0.4705	0.60328	0.53813	0.96404	1.1714
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified	0.49259	1.00745	0.49833	1.61608	0.7559	0.35423	1.32604	2.83902	1.55275	1.7864	1.31495	0.784	2.91534	3.91575	1.62743	1.80657	5.38962	1.74461	1.93829	1.70361	0.755	0.84349	0.48076	0.71573	1.20013	0.69331	2.67207	0.99977	0.57932	1.00641	1.01272	0.59482	0.50875	2.02055	1.27364	2.81529	1.36836	0.90004	1.73834	0.14418	1.76252	1.04224	0.7777	0.87834	1.13826	1.46548	3.28655	3.60118
